,SYMBOL,cm23SEP2022bhav.csv,cm22SEP2022bhav.csv,cm21SEP2022bhav.csv,cm20SEP2022bhav.csv,cm19SEP2022bhav.csv,cm16SEP2022bhav.csv,cm15SEP2022bhav.csv,cm14SEP2022bhav.csv,cm13SEP2022bhav.csv,cm12SEP2022bhav.csv,cm09SEP2022bhav.csv,cm08SEP2022bhav.csv,cm07SEP2022bhav.csv,cm06SEP2022bhav.csv,cm05SEP2022bhav.csv,cm02SEP2022bhav.csv,cm01SEP2022bhav.csv
36,ADL,,,,,,,,,,,,,,,,,
37,ADORWELD,-3.8068153470039396,-0.9439557180982572,6.109392207247365,0.04197051571272137,3.5304980718048995,-2.96721829872458,-0.23135976443368722,-0.02102828304069451,0.7467824797415464,0.8223420729428025,-3.8655030800821333,4.472809181593913,4.5003642885165025,0.314836678473037,-0.29708520179371944,-1.059286783872215,-2.1914835909953942
38,ADROITINFO,-3.9473684210526314,-4.282115869017639,4.473684210526323,4.972375690607726,4.9275362318840665,3.6036036036036125,-3.1976744186046555,-1.4326647564469914,0.8670520231213791,,,,,,,,
39,ADSL,-2.1543985637342957,0.04490345756624281,-1.6342756183745657,0.1769911504424804,0.6233303650935021,-3.1896551724137954,-0.812312954253957,-0.9318085556967339,3.643546971027209,0.4852227613586338,0.53215077605321,0.08877052818463764,-1.400437636761483,-0.1747487986020121,2.9689608636977027,-1.5936254980079656,-1.6114982578397163
40,ADVANIHOTR,-0.778909526662679,0.3004807692307692,-1.538461538461535,0.11848341232226815,0.8363201911589043,-0.8293838862559275,1.5033072760072157,0.42270531400967215,-0.6598680263947176,-0.5963029218843172,0.7812499999999898,-1.8289085545722679,2.3550724637681193,-0.6002400960384154,0.36144578313252673,2.4059222702035816,0.06172839506172488
41,ADVENZYMES,-5.720304650785945,3.662019150008411,1.6911513495046084,9.707646176911537,-2.3426061493411336,-0.41917258975762134,0.38419319429199095,-1.5489913544668628,0.2709048221058335,0.12658227848102088,0.38119440914867,-0.7387387387387429,2.3041474654377883,0.8739308293045827,0.09305788200260563,0.13045098770032273,-0.22313127556711265
42,AEGISCHEM,-0.162572254335256,-0.7173601147776184,-1.692524682651626,0.8355555555555637,-0.1951738821859515,-4.084411164057181,-0.6257398951462764,8.754828030163676,-1.4321972443799813,-1.4295925661186561,-0.07142857142856737,0.03572704537335575,0.8830419895476622,-1.0344212591403723,-1.4760147601475975,-4.014167650531279,0.799047942876561
43,AETHER,-3.291399229781767,1.000933513121043,-0.7463838986976887,-1.9234652665589616,-3.0065615512682444,3.897028897028904,-0.030515715593537607,8.009228740936056,2.2639177574293683,1.1362990739162548,-0.8003156174265934,0.30527446435637196,-0.3155818540433874,-0.7550335570469799,-2.677988242978448,-0.29306414848582785,6.6442875332793125
44,AFFLE,0.28786624078235445,0.39589849162674684,-1.011090645452041,0.13735185621222826,0.3623473808585986,-3.6396068161979613,-0.6822465133810746,-2.1141571043795953,2.2253234262437296,1.2642273317546546,-0.8407816997424735,4.811051127342025,-0.019843632178433945,-1.5126641651032,-1.212448837748092,-1.3447106776884588,0.2367406162892748
45,AGARIND,-3.866547026674287,0.2781186094069604,-0.6259144854495241,-1.9448429778415326,3.259259259259252,-4.293028751476959,-2.6083621020329883,0.9760632117127515,-0.6465019625952332,-1.1036687471456843,-1.5511427500936714,-0.46244499142239465,-1.3320576979687895,0.6145871899296523,0.8212019410227697,-3.7853756644160352,4.850128031330027
46,AGI,-2.0374588711718578,13.225390457085554,-2.377954958735488,-1.8937834499794244,7.684350524604698,-2.562994960403161,-1.6010201190138784,-1.6443701226310017,-0.5267535347934509,-1.5691090189657526,1.5096952908587227,7.680835197613721,0.8422319145736235,-3.019253208868151,0.33660178545295893,10.209677419354831,-1.352426412092283
47,AGRITECH,1.5237020316027186,-1.4460511679644175,-2.3887079261671973,2.8475711892797286,-2.450980392156863,-1.2903225806451644,-1.3785790031813332,3.285870755750274,-3.7427517132314154,,,,,,,,
48,AGROPHOS,-1.9815059445178336,-1.1749347258485527,0.0,-3.526448362720417,-1.1207970112079595,-3.48557692307693,4.918032786885253,-0.7509386733416877,0.0,-1.9631901840490729,0.36945812807881423,-2.286401925391085,-4.919908466819234,-4.999999999999994,4.903078677309004,9.899749373433592,9.91735537190083
49,AGSTRA,0.29886431560071725,0.6013229104028863,-0.06009615384615043,-0.06006006006005664,0.7869249394673193,-2.9947152084556796,1.3690476190476257,0.2985074626865672,0.4799040191961676,-0.6555423122765333,-0.17846519928612908,-0.29655990510083036,-0.05927682276229657,-0.23654642223536704,-0.93731693028705,-1.1008111239860983,-0.28885037550548814
50,AHLADA,,,,,,,,,,-0.9992006394884093,1.8729641693811052,0.5733005733005756,-1.2135922330097086,0.48780487804877587,3.361344537815126,-2.6982829108748954,-5.340557275541789
51,AHLEAST,,,-0.04350348027843216,-6.58358168518017,13.95492435937019,8.947191389169177,-2.508607968519422,-0.3919647231749106,6.081081081081065,7.246376811594201,6.468842729970335,0.4570747217806064,0.8214786615908567,-0.6963788300835655,1.167471819645735,4.347826086956519,2.3210831721470044
52,AHLUCONT,-1.4031180400890895,-1.5242899440728124,0.4073992512662334,0.011012003083363368,-1.0029434209091825,0.5260273972602689,-0.6748666594100408,-1.2469095990540588,0.9549647314161644,-2.9897883987788165,2.2167222640697326,1.186846689895468,1.1342363175861638,5.3724762125783325,-1.0335323840146993,-0.40032025620496403,0.057221332112611586
53,AIAENG,0.5284396617986165,-0.8157353053289659,-2.0881930318920565,4.192024265520784,2.587066661347603,-0.6716462266954717,-2.1310013185449397,0.41081754638732604,-1.7051978871622033,2.505149583128981,0.3899403273135511,1.268423047007428,-0.5296778289160414,-2.527313158658026,-0.41977162882945684,-1.081884154587535,0.671128070410922
54,AIRAN,-2.1621621621621547,-0.8042895442359174,-1.0610079575596967,1.6172506738544514,-0.5361930294906053,-1.8421052631579022,0.0,0.2638522427440671,1.0666666666666629,-0.7936507936507862,0.2652519893899053,-0.26455026455024955,-1.5625000000000038,-1.790281329923281,0.25641025641026005,0.775193798449605,-0.25773195876287197
55,AIROLAM,0.24975024975024976,-5.788235294117652,19.98870694522869,19.986449864498645,1.793103448275858,-1.5614392396469865,1.796821008984121,-1.6315431679129881,-1.2088650100738827,1.0862186014935467,0.27229407760381596,0.47879616963065463,-0.13661202185793514,1.1748445058742345,1.0474860335195533,-1.9849418206707774,2.814919071076707
56,AJANTPHARM,-0.22402138028612928,0.5214917825537403,-1.3523520012471364,1.2428977272727273,-0.9961326614320871,-2.1295305092521724,-3.6504954506943648,-2.8486561929642615,0.8845404000288829,-0.6385421150810635,-1.6337908888810537,2.54007309042227,2.5948474274259272,0.04456658991310528,-0.5760283583191755,-1.6201685556524397,0.47082010292346765
57,AJMERA,-3.346062920531002,1.2334315169366588,-2.982675477763874,1.707538601271567,4.005290005667872,-2.612695492180321,-0.9476945507563413,-1.1707492795389047,-1.9081272084805572,3.6819930390181397,-1.2124502352515463,0.509276100400158,-1.7863522686673814,-0.8150248051027681,1.7853922452660012,2.4575018477457413,1.2724550898203721
58,AJOONI,4.871447902571034,13.169984686064332,-18.375000000000004,-0.24937655860349484,0.12484394506867481,-2.43605359317905,1.2330456226880395,-1.218026796589525,-0.12165450121655538,0.48899755501223185,-0.8484848484848518,-2.366863905325444,3.048780487804878,0.0,-0.6060606060606061,-2.8268551236749184,1.5550239234449896
59,AJRINFRA,2.941176470588238,3.030303030303033,-2.941176470588238,-2.85714285714286,-2.77777777777778,-2.702702702702705,-2.631578947368412,-2.5641025641025665,0.0,2.631578947368424,-5.000000000000004,2.5641025641025665,8.333333333333329,9.090909090909099,9.999999999999993,0.0,3.448275862068969
60,AKASH,-1.5170670037926532,2.4611398963730458,-3.499999999999996,-0.6211180124223602,3.205128205128205,-1.3906447534766049,-3.771289537712905,-4.97109826589595,-4.945054945054945,,,,,,,,
61,AKG,,,,,,,,,,-2.139461172741682,-0.07917656373712931,2.4330900243309004,-1.51757188498403,4.9455155071249,4.925241864555844,9.961315280464213,10.000000000000005
62,AKSHAR,-0.7436570428696363,-0.26178010471203944,-0.5639913232104171,0.0,-2.0815632965165696,-0.21195421788893598,0.127334465195251,0.042462845010613294,-0.1695633743111512,-1.8310445276737433,-2.9874848607186024,3.7269681742043455,-1.3630731102849993,1.2123745819398017,-0.16694490818030286,-0.7045171985080882,0.793650793650796
63,AKSHARCHEM,-2.301973119816989,0.5896735222206275,-2.632684497969482,0.5491410870177382,3.5578885972586898,-5.158346010233726,-1.9924098671726664,-0.6864988558352434,-2.121212121212124,1.2540021344717152,1.9863945578231326,7.787065552133747,-0.3361590178310535,-3.4706546275394907,-4.164413196322346,19.987021414665808,9.135977337110486
64,AKSHOPTFBR,-3.629032258064525,3.765690376569047,-1.6460905349794326,-1.219512195121954,-0.8064516129032229,-3.5019455252918235,-2.281368821292781,-0.7547169811320728,-1.1194029850746294,9.836065573770501,-3.5573122529644357,-1.937984496124031,-0.3861003861003779,-5.474452554744526,19.650655021834062,2.690582959641246,16.753926701570677
65,AKZOINDIA,-2.212700355936418,-0.3861788617886261,3.615303615303615,-0.25906735751296184,0.4595545134818374,-0.23391812865497078,0.9874326750448876,3.3849460264738904,2.5367490546665596,-1.1241240993388872,0.16865497656191192,-0.2942776596270857,4.122357545639477,-0.15425354140422143,0.2319169222047569,-0.7315887754841113,0.72140777574524
66,ALANKIT,-2.3529411764705936,-1.544401544401539,-1.145038167938934,-0.38022813688213464,0.7662835249042118,-1.5094339622641455,-1.1194029850746294,-1.8315018315018317,4.597701149425284,0.0,-3.3333333333333277,0.3717472118959161,-2.5362318840579814,0.7299270072992805,4.580152671755722,9.623430962343098,2.1367521367521367
67,ALBERTDAVD,-0.6875275451740815,-0.4824561403508772,-0.34965034965034963,0.6156552330694811,-0.9409304756926254,0.6842105263157855,0.2991377793419049,-0.2720014038782255,0.7069011222055315,2.2312556458897963,-5.715015756749843,-0.8361486486486565,-0.445640292609094,-1.629445822994214,7.380762057021041,2.4849808847624417,1.1229749631811319
68,ALEMBICLTD,-2.4727272727272767,1.0286554004408566,0.8148148148148106,-1.8181818181818181,2.919161676646711,-7.350901525658804,-2.1045485403937696,1.1675824175824294,-1.154107264086909,-3.346456692913382,-0.3270111183780248,-0.26092628832355225,0.5905511811023659,4.5267489711934115,-0.4098360655737666,0.0,-0.3403675970047651
69,ALICON,-3.9863568535493594,0.29397616120583675,-1.500473833842266,-1.3913404630879427,10.586749339763468,-0.46288359334819906,0.8297320656871271,-0.5672052251632915,2.3875168651375636,0.11158092553441926,-1.5437987857762385,-1.3855627779678388,-0.36359504601750314,1.06218062812195,7.221127801034225,0.296369473944195,1.772024632399134
70,ALKALI,0.21041557075223866,-1.7063081695966966,-2.2244691607684555,0.8154943934760566,-2.7268220128904312,-4.858490566037741,7.07070707070707,2.2727272727272756,3.1982942430703627,0.5359056806002144,-0.5860415556739448,0.1066666666666606,-1.0031678986272468,-0.5252100840336134,1.9817889662560348,2.2453450164293507,-1.6693591814754951
71,ALKEM,-0.6510734325445203,1.0336912482861593,-2.2320957903456558,2.172875982949384,2.152042003332608,-0.31497296873776326,-0.6260024604076774,-0.04513899698036524,0.19806921505327169,0.2282212808528513,0.9006025046528557,2.1887692605247917,1.7715373007020536,0.4398899451373185,1.9141326796178453,0.6081389259590858,-0.4975375254231651
72,ALKYLAMINE,-0.7172883165410022,0.5940195321676771,-0.18424226182500336,0.7322422810865469,-2.5324782108205888,-2.898203592814371,0.3493197878443153,-0.37991858887381563,3.3575317604355717,0.5174300971839831,-0.9982596131744028,2.5215459197414516,-0.3923409677743811,0.36516617585191113,-0.9137445183666014,-0.6740642596886356,1.7354675652906486
73,ALLCARGO,1.0579280092891152,-0.5006418485237455,-2.746566791510612,-0.08731445677934957,0.43848659483838637,-5.972434915773346,-3.0936073059360756,5.542168674698795,9.570957095709572,-0.733848774734638,11.125673510994607,1.5678154119213166,2.006638503319262,-1.9816622301094484,-3.3033033033032906,-4.584527220630376,2.4175517048630453
74,ALLSEC,2.8706252457727137,0.019665683382502012,-0.8675309484355288,1.6850034691248006,-1.4553623754639557,-3.742008273787134,-0.7465472191116089,-1.597796143250697,1.3400335008375295,0.721717124379025,-0.3921202502100474,1.6899268964207685,0.5729017473503294,0.6922411306605178,-0.5260137719969397,0.49014896684285525,-0.7440618143661123
75,ALMONDZ,-1.0692177827799534,-0.7262569832402298,-2.185792349726776,-0.16366612111293583,2.861952861952875,-2.516411378555811,1.7817371937639295,1.9296254256526708,0.513405590416416,1.7411491584445733,-4.437049362174154,-1.0428100987925233,0.8859357696566967,-0.3311258278145664,2.027027027027024,-1.552106430155217,-0.660792951541844
76,ALOKINDS,,,,,,,,,,,,,,,,,
77,ALPA,-0.7886435331230284,-0.3144654088050359,-1.242236024844727,1.8181818181818272,-3.1393568147013737,0.0,0.0,0.6939090208172751,-2.407825432656145,1.7611026033690746,3.4045922406967515,-0.3943217665615142,0.15797788309636876,-0.705882352941181,3.2388663967611335,-1.2789768185451593,-0.07987220447285026
78,ALPHAGEO,-3.7629350893697087,-1.1928737412858321,-1.0424651234094673,4.201277955271558,0.43317824482593387,-3.7225826382452927,-2.500000000000003,-0.9989563142985007,1.222456987624513,0.4548211036992116,1.4457090126115006,2.8472002530844667,4.825070469242252,-3.7503989786147462,1.3423904253598689,-1.4347202295552368,0.41619977589241375
79,ALPSINDUS,-4.545454545454543,4.761904761904759,4.9999999999999964,3.448275862068969,3.5714285714285747,3.7037037037036904,3.8461538461538494,4.0000000000000036,4.1666666666666705,,,,,,,,
80,AMARAJABAT,-2.05312834484772,0.2536337918252011,-0.24328532502919425,1.7123626645550782,-0.9315552069033145,-5.002328830926879,-0.3064635958395203,-0.8106116433308728,-0.7768942509825427,2.1091927204852925,-0.18630647414997673,-0.04655493482309125,-0.40801186943621015,-0.05560704355884236,5.773943731006762,0.4233116755266852,-0.24550721791220662
81,AMBER,-1.4522958120351845,0.5625661842569715,1.1086078829381414,0.8707587075870924,-2.3616511786287044,-3.169605820162097,1.3758599124452626,-0.301004063554858,0.26731627395607704,1.1028530328458284,-0.26736805495172755,-0.11290602744486553,0.7371114853780864,-0.33136404264133607,1.8088600852272725,0.2514295885899958,-0.7683645757435292
82,AMBICAAGAR,,,,,,,,,,1.063829787234047,-0.6042296072507639,-2.503681885125188,0.2954209748892213,1.3473053892215654,3.08641975308642,0.9345794392523276,0.7849293563579277
83,AMBIKCO,-4.849787804333254,0.42901606707230816,-1.0927143134481416,1.2382075471698089,0.14339940953184055,-1.9248269586079523,-1.1287728003926067,1.5955236697044377,0.7422910562299403,-0.43344169375677005,-0.13596004439511905,-0.13854253255749516,-0.6934125804853838,0.13225326500247223,0.7187456639378407,-0.036063027075016144,0.7631027253668814
84,AMBUJACEM,0.9924164404082144,-1.3484806502262987,-5.745625489683991,1.6728624535316068,9.328430423843608,-4.092807424593959,2.69729317575295,7.831449126413161,2.2810890360559286,4.607433472619308,-1.558778956484085,2.8959679215860996,2.840778923253145,4.438329943773182,0.5654475457170274,1.4153245485602761,-0.35258358662613704
85,AMDIND,,,,,,,,,,-0.46801872074883294,-2.7314112291350416,-3.5139092240117216,0.5397448478900855,4.997424008243183,4.975662520281227,4.9971607041453785,4.946364719904637
86,AMIORG,-4.840845553975185,-2.0701248799231466,-1.977401129943503,0.8642796086997728,-0.33603104737564055,-2.3839223839223798,-0.5193492048901637,-2.0483500652770896,7.924399961131104,-0.5267990913923972,-1.2504176012981565,1.344619105199525,-2.144074214312769,4.864006352987901,0.8913370055082602,-1.0994453248811433,1.6973054646184864
87,AMJLAND,-2.152317880794697,0.8347245409015025,-0.991735537190085,5.584642233856899,-2.051282051282056,-3.6243822075782584,-0.6546644844517162,-1.451612903225804,-1.5873015873015872,-0.6309148264984206,-1.399688958009329,1.5797788309636653,0.0,-1.4018691588785135,1.4218009478673077,-3.506097560975606,-0.6060606060606146
88,AMRUTANJAN,-0.04122861265717784,0.47638773819385966,-1.3888888888888795,-1.2770533673880897,1.8831746901321647,-2.8151204578730176,0.20005334755934917,-0.17307948342432009,2.3506166110240514,0.22534826550122602,0.1915708812260661,-0.6255099265705769,-0.8627662442706898,-0.9017433705163317,-1.1423666138404767,0.26483050847457623,-0.5137663021999707
